Date,Price,Open,High,Low,Vol.,Change
2022-01-04,3789.52,3764.62,3889.07,3715.24,415.81,0.01
2022-01-05,3535.86,3784.47,3846.44,3418.46,582.71,-0.07
2022-01-06,3407.77,3536.15,3550.19,3306.14,701.89,-0.04
2022-01-07,3195.31,3407.22,3413.26,3077.3,979.25,-0.06
2022-01-08,3080.02,3198.14,3244.46,3001.76,566.06,-0.04
2022-01-09,3150.3,3079.89,3210.34,3060.47,415.87,0.02
2022-01-10,3085.43,3150.27,3179.96,2931.68,804.38,-0.02
2022-01-11,3237.89,3084.64,3262.78,3053.4,505.21,0.05
2022-01-12,3370.89,3238.22,3406.79,3208,530.96,0.04
2022-01-13,3238.03,3370.87,3407.98,3234.97,462.81,-0.04
2022-01-14,3307.9,3241.95,3341.24,3195.65,415.18,0.02
2022-01-15,3327.74,3307.84,3369.95,3265.41,292.1,0.01
2022-01-16,3346.59,3326.5,3388.22,3276.44,295.68,0.01
2022-01-17,3209.35,3346.63,3356.45,3142.4,375.28,-0.04
2022-01-18,3160.15,3209.43,3242.47,3084.48,399.19,-0.02
2022-01-19,3083.65,3160.15,3173.63,3049.3,459.81,-0.02
2022-01-20,3004.72,3084.48,3270.71,2989.19,481.08,-0.03
2022-01-21,2571.29,3000.21,3032.69,2471.8,1.42,-0.14
2022-01-22,2412.52,2570.67,2621.21,2311.8,1.48,-0.06
2022-01-23,2540.81,2412.52,2547.19,2373.85,766.83,0.05
2022-01-24,2441.01,2540.81,2540.81,2161.55,1.56,-0.04
2022-01-25,2458.07,2441.01,2504.32,2352.36,656.03,0.01
2022-01-26,2461.41,2458.07,2719.32,2405.66,1.05,0
2022-01-27,2424.66,2462.25,2515.19,2317.3,774.54,-0.01
2022-01-28,2545.95,2424.66,2556.34,2362.53,634.5,0.05
2022-01-29,2600.02,2545.95,2632.51,2520.14,484.18,0.02
2022-01-30,2602.77,2600.12,2636.04,2543.99,381.84,0
2022-01-31,2686.82,2602.71,2704.64,2478.85,601.73,0.03
2022-02-01,2787.16,2686.82,2808.6,2676.32,521.74,0.04
2022-02-02,2681,2787.16,2809.57,2618.07,602.4,-0.04
2022-02-03,2692.8,2680.66,2723.97,2579.8,549.27,0
2022-02-04,2994.99,2692.8,2994.99,2671.72,908.75,0.11
2022-02-05,3013.81,2994.74,3058.88,2963.11,473.62,0.01
2022-02-06,3056.2,3013.75,3073.23,2957.16,316.58,0.01
2022-02-07,3140.18,3056.29,3185.77,2995.59,568.42,0.03
2022-02-08,3115.88,3139.65,3228.86,3029.7,664.45,-0.01
2022-02-09,3243.62,3115.91,3266.41,3055.95,477.82,0.04
2022-02-10,3071.83,3243.73,3277.36,3058.59,742.54,-0.05
2022-02-11,2927.63,3071.8,3136.33,2880.6,607.93,-0.05
2022-02-12,2917.1,2927.64,2984.72,2858.85,433.29,0
2022-02-13,2870.25,2917.16,2952.94,2838.29,303.12,-0.02
2022-02-14,2929.31,2871.06,2963.7,2834.13,477.24,0.02
2022-02-15,3182.27,2929.29,3193.18,2912.61,540.04,0.09
2022-02-16,3118.9,3182.32,3184.88,3045.92,416.7,-0.02
2022-02-17,2894.03,3122.33,3159.83,2855.66,661.98,-0.07
2022-02-18,2779.56,2893.78,2943.14,2754.15,623.19,-0.04
2022-02-19,2763.81,2779.44,2829.2,2699.7,377.08,-0.01
2022-02-20,2619.32,2763.97,2764.46,2577.52,508.49,-0.05
2022-02-21,2569.87,2619.32,2755.58,2560.24,996.71,-0.02
2022-02-22,2636.13,2569.19,2663.01,2501.4,841.13,0.03
2022-02-23,2578.15,2637.38,2749.8,2578.15,636.5,-0.02
2022-02-24,2596.52,2578.54,2732.02,2303.07,1.85,0.01
2022-02-25,2767.53,2596.52,2830.31,2573.39,828.87,0.07
2022-02-26,2776.96,2767.58,2856.01,2734.56,520.44,0
2022-02-27,2616.34,2779.55,2834.61,2562.94,804.74,-0.06
2022-02-28,2922.5,2616.34,2949.44,2574.12,899.19,0.12
2022-03-01,2975.81,2922.44,3036.59,2858.54,828.62,0.02
2022-03-02,2947.14,2975.8,3041.84,2914.7,740.37,-0.01
2022-03-03,2834.91,2947.03,2967.9,2789.87,521.36,-0.04
2022-03-04,2622.15,2834.78,2835.94,2575.63,1.50B,-0.08
2022-03-05,2665.42,2622.15,2684.5,2592.07,709.87,0.02
2022-03-06,2549.4,2665.42,2673.19,2542.19,881.09,-0.04
2022-03-07,2492.53,2549.4,2645.41,2447.74,1.58B,-0.02
2022-03-08,2577.21,2492.53,2623.99,2483.29,1.44B,0.03
2022-03-09,2726.94,2577.21,2772.09,2569.13,1.52B,0.06
2022-03-10,2606.5,2726.94,2731.37,2559.9,1.46B,-0.04
2022-03-11,2556.96,2606.5,2670.05,2525.2,1.28B,-0.02
2022-03-12,2569.8,2556.96,2612.33,2555.85,567.25,0.01
2022-03-13,2516.75,2569.8,2600.65,2494.59,811.55,-0.02
2022-03-14,2589.3,2516.75,2608.68,2500.12,991.82,0.03
2022-03-15,2617.43,2589.54,2667.61,2510.75,1.19B,0.01
2022-03-16,2773.94,2617.43,2787.12,2603.8,1.79B,0.06
2022-03-17,2812.29,2773.8,2832.61,2747.06,1.06B,0.01
2022-03-18,2939.76,2812.29,2983.11,2768.65,1.59B,0.05
2022-03-19,2949.92,2939.76,2984,2895.3,392.64,0
2022-03-20,2861.69,2950.03,2962.19,2819.27,436.11,-0.03
2022-03-21,2891.63,2861.66,2960.42,2830.38,546.61,0.01
2022-03-22,2969.64,2891.41,3048.32,2887.69,716.47,0.03
2022-03-23,3036.12,2969.64,3042.28,2925.78,536.63,0.02
2022-03-24,3109.25,3036.18,3126.37,3005.99,699.58,0.02
2022-03-25,3103.51,3110.8,3192.73,3081.71,583.25,0
2022-03-26,3146.01,3103.43,3150.09,3085.8,244.28,0.01
2022-03-27,3297.04,3145.95,3297.4,3126.46,402.02,0.05
2022-03-28,3329.38,3295.73,3428.41,3275.32,628.91,0.01
2022-03-29,3401.89,3329.67,3481.23,3329.67,570.03,0.02
2022-03-30,3385.64,3401.86,3445.98,3333.5,425.38,0
2022-03-31,3282.35,3385.6,3444.43,3263.36,545.44,-0.03
2022-04-01,3456.18,3282.33,3478.74,3215.33,649.92,0.05
2022-04-02,3442.34,3456.18,3529.63,3436.79,629.29,0
2022-04-03,3521.1,3442.34,3579.82,3414.4,473.54,0.02
2022-04-04,3520.41,3521.16,3544.92,3412.01,547.68,0
2022-04-05,3406.78,3520.35,3554.54,3400.74,500.27,-0.03
2022-04-06,3169.58,3406.83,3406.87,3164.24,950.59,-0.07
2022-04-07,3228.84,3169.58,3268.56,3143.96,569.39,0.02
2022-04-08,3193.93,3228.83,3311.42,3174.14,654.82,-0.01
2022-04-09,3259.35,3193.54,3268.18,3182.1,283.24,0.02
2022-04-10,3201.84,3259.59,3306.14,3198.1,327.86,-0.02
2022-04-11,2978.29,3201.99,3213.52,2953.66,876.67,-0.07
2022-04-12,3027.25,2978.45,3082.02,2951.8,790.54,0.02
2022-04-13,3116.92,3027.64,3128.2,2999.66,563.89,0.03
2022-04-14,3021.93,3117.21,3143.18,2980.84,546.54,-0.03
2022-04-15,3042.01,3021.93,3056.84,2996.62,309.95,0.01
2022-04-16,3058.96,3042.01,3084.84,3011.47,245.47,0.01
2022-04-17,2989.05,3058.96,3081.14,2983.17,311.54,-0.02
2022-04-18,3055.64,2989.05,3069.07,2887.25,681.76,0.02
2022-04-19,3102.01,3055.86,3128.86,3030.32,427.14,0.02
2022-04-20,3076.38,3101.79,3161.9,3037.67,512.72,-0.01
2022-04-21,2983.95,3076.06,3176.69,2950.97,675.44,-0.03
2022-04-22,2963,2983.91,3029.14,2937.47,544.89,-0.01
2022-04-23,2931.9,2963,2977.45,2917.84,227.07,-0.01
2022-04-24,2922.03,2931.9,2966.94,2915.66,269.29,0
2022-04-25,3006.04,2922.03,3023.23,2800.21,807.69,0.03
2022-04-26,2810.42,3006.04,3032.7,2768.38,694.46,-0.07
2022-04-27,2888.99,2810.42,2916.39,2795.58,602.24,0.03
2022-04-28,2937.01,2889.01,2977.78,2856.42,726.03,0.02
2022-04-29,2816.66,2937.01,2946.18,2778.33,629.56,-0.04
2022-04-30,2727.18,2817.14,2841.16,2716.31,430.98,-0.03
2022-05-01,2825.8,2727.2,2847.02,2720.57,512.01,0.04
2022-05-02,2856.01,2825.65,2879.99,2780.08,617.74,0.01
2022-05-03,2781.47,2856.01,2861.42,2757.36,447.8,-0.03
2022-05-04,2940.7,2781.47,2963.54,2773.9,662.07,0.06
2022-05-05,2747.46,2940.7,2952.84,2730.95,899.82,-0.07
2022-05-06,2692.88,2747.6,2757.14,2635.85,881.18,-0.02
2022-05-07,2636.03,2692.92,2703.11,2589.29,458.05,-0.02
2022-05-08,2519.98,2636.03,2641.84,2492.59,925.4,-0.04
2022-05-09,2229.1,2519.98,2529.35,2228.9,1.93,-0.12
2022-05-10,2342.3,2229.69,2455.19,2202.02,1.95,0.05
2022-05-11,2080.79,2342.27,2451.33,2007.57,2.7,-0.11
2022-05-12,1955.36,2087.17,2190.51,1796.24,2.84,-0.06
2022-05-13,2009.53,1955.59,2146.22,1941.53,1.34,0.03
2022-05-14,2056.3,2009.55,2068.66,1952.07,656.94,0.02
2022-05-15,2145.86,2056.33,2161.78,2001.74,589.77,0.04
2022-05-16,2022.93,2145.86,2145.86,1979.93,950.85,-0.06
2022-05-17,2091.14,2023,2120.03,2008.84,736.63,0.03
2022-05-18,1912.12,2091.05,2108.84,1909.56,751.82,-0.09
2022-05-19,2019.34,1913.99,2039.71,1903.67,858.97,0.06
2022-05-20,1959.85,2019.36,2061.08,1923.86,699.69,-0.03
2022-05-21,1975.12,1959.79,1989.44,1940.59,292.47,0.01
2022-05-22,2043.19,1975.12,2055.15,1966.34,425.98,0.03
2022-05-23,1972.93,2043.19,2086.21,1959.57,738.09,-0.03
2022-05-24,1979.35,1973.01,1992.6,1914.48,620.41,0
2022-05-25,1942.91,1979.4,2020.64,1937.52,639.93,-0.02
2022-05-26,1793.42,1942.89,1964.91,1744.12,1.42,-0.08
2022-05-27,1724.3,1793.19,1820.82,1708.62,1.57,-0.04
2022-05-28,1792.68,1724.67,1807.79,1722.88,658.23,0.04
2022-05-29,1813.56,1792.25,1824.81,1764.72,554.58,0.01
2022-05-30,1998.46,1813.56,2009.95,1804.33,1.04,0.1
2022-05-31,1941.79,1998.46,2015.02,1928.93,933.24,-0.03
2022-06-01,1818.07,1941.81,1971.22,1770.85,1.29,-0.06
2022-06-02,1834.64,1817.98,1851.25,1784.23,975.53,0.01
2022-06-03,1775.29,1834.66,1843.31,1740.83,884.53,-0.03
2022-06-04,1804.37,1775.28,1815.19,1748.89,442.1,0.02
2022-06-05,1806.71,1804.6,1829.25,1773.65,437.73,0
2022-06-06,1859.99,1806.11,1919.4,1804.77,939.37,0.03
2022-06-07,1813.72,1859.99,1870.99,1727.77,1.64,-0.02
2022-06-08,1793,1813.05,1837.41,1766.94,1.09,-0.01
2022-06-09,1788.06,1792.81,1832.7,1778,625.76,0
2022-06-10,1663.02,1788.15,1803.54,1657.3,1.13,-0.07
2022-06-11,1531.42,1663.04,1681.58,1503.15,1.44,-0.08
2022-06-12,1435.46,1531.5,1542.01,1430.93,1.82,-0.06
2022-06-13,1206.67,1434.43,1454.07,1168.68,4.39,-0.16
2022-06-14,1210.84,1206.67,1261.39,1078.11,3.27,0
2022-06-15,1237.92,1208.82,1244.8,1016.99,3.73,0.02
2022-06-16,1068.49,1237.92,1254.28,1052.65,1.76,-0.14
2022-06-17,1086.47,1068.49,1116.46,1052.17,1.45,0.02
2022-06-18,995.61,1086.47,1096.93,883.35,2.77,-0.08
2022-06-19,1128.39,995.49,1152.07,938.24,2.42,0.13
2022-06-20,1128.32,1128.39,1165.62,1056.58,2.04,0
2022-06-21,1125.96,1128.29,1192.27,1110.63,1.6,0
2022-06-22,1049.02,1125.96,1127.06,1045.37,1.58,-0.07
2022-06-23,1144.19,1049.02,1152.97,1046.57,1.57,0.09
2022-06-24,1225.03,1144.33,1244.82,1132.87,1.66,0.07
2022-06-25,1241.76,1224.96,1255.55,1181.11,1.03,0.01
2022-06-26,1198.03,1241.8,1276.81,1196.2,1.13,-0.04
2022-06-27,1190.84,1198.03,1237.14,1176.77,1.07,-0.01
2022-06-28,1143.97,1191.02,1234.96,1137.57,1.32,-0.04
2022-06-29,1099.51,1143.95,1155.02,1088.1,1.54,-0.04
2022-06-30,1069.05,1099.51,1105.88,1000.77,1.71,-0.03
2022-07-01,1058.94,1069.13,1110.25,1035.79,1.89,-0.01
2022-07-02,1066.6,1059.05,1077.66,1029.03,865.06,0.01
2022-07-03,1074.08,1066.6,1086.9,1041.82,755.27,0.01
2022-07-04,1151.19,1074.07,1159.76,1045.97,1.35,0.07
2022-07-05,1133.9,1151.19,1170.97,1079.36,1.59,-0.02
2022-07-06,1186.45,1133.87,1202.09,1112.02,1.42,0.05
2022-07-07,1238.15,1186.48,1252.69,1163.85,1.18,0.04
2022-07-08,1216.33,1238.1,1275.69,1194.15,1.45,-0.02
2022-07-09,1216.94,1216.26,1232.69,1205.26,644.47,0
2022-07-10,1167.35,1216.94,1219.26,1155.25,1.12,-0.04
2022-07-11,1096.43,1167.35,1170.63,1093.28,1.34,-0.06
2022-07-12,1038.56,1096.41,1097.75,1035.82,1.49,-0.05
2022-07-13,1115.83,1038.6,1116.51,1012.29,2.48,0.07
2022-07-14,1192.75,1115.8,1210.17,1072.58,1.86,0.07
2022-07-15,1231.03,1192.83,1284.76,1182.22,1.74,0.03
2022-07-16,1356.08,1231.03,1399.16,1192.18,1.77,0.1
2022-07-17,1337.85,1356,1385.23,1323.23,1.41,-0.01
2022-07-18,1584.77,1337.92,1590.95,1336.75,2.37,0.18
2022-07-19,1543.5,1584.33,1620.35,1494.88,2.18,-0.03
2022-07-20,1520.64,1543.45,1618.43,1488.73,1.65,-0.01
2022-07-21,1575.68,1520.66,1600.35,1465.93,1.55,0.04
2022-07-22,1534.85,1575.68,1644.99,1520.36,1.43,-0.03
2022-07-23,1549.61,1534.85,1596.02,1490.35,1.03,0.01
2022-07-24,1598.19,1549.61,1659.93,1547.7,1.18,0.03
2022-07-25,1438.52,1598.19,1608.06,1438.5,1.65,-0.1
2022-07-26,1450.7,1438.76,1451.46,1357.7,1.42,0.01
2022-07-27,1636.01,1449.65,1643.7,1421.17,1.8,0.13
2022-07-28,1726.01,1635.99,1781.39,1597.67,1.87,0.06
2022-07-29,1720.77,1725.97,1764.74,1658.26,1.44,0
2022-07-30,1695.97,1720.8,1741.34,1674.42,891.42,-0.01
2022-07-31,1680,1695.99,1752.94,1667.41,822.23,-0.01
2022-08-01,1630.1,1679.98,1702.81,1607.29,959.53,-0.03
2022-08-02,1631.48,1630.07,1675.51,1560.17,1.25,0
2022-08-03,1618.08,1631.46,1682.23,1591.6,906.08,-0.01
2022-08-04,1606.94,1618.07,1661.15,1581.18,881.56,-0.01
2022-08-05,1737.71,1607,1740.33,1605.71,1.21,0.08
2022-08-06,1690.27,1737.66,1749.33,1687.74,696.11,-0.03
2022-08-07,1700.29,1690.29,1728.97,1669.39,530.48,0.01
2022-08-08,1778.42,1700.26,1813.45,1694.69,951.02,0.05
2022-08-09,1702.8,1778.15,1789.55,1668.79,960.58,-0.04
2022-08-10,1853.46,1702.8,1881.39,1657.78,1.52,0.09
2022-08-11,1880.28,1853.5,1931.06,1850.72,1.31,0.01
2022-08-12,1957.63,1880.3,1961.83,1856.64,834.69,0.04
2022-08-13,1983.5,1957.62,2018.97,1946.65,798.08,0.01
2022-08-14,1935.1,1983.52,2028.4,1909.19,662.15,-0.02
2022-08-15,1900.25,1935.1,2012.02,1873.7,1.09,-0.02
2022-08-16,1876.7,1900.08,1914.06,1856.44,725.78,-0.01
2022-08-17,1834.18,1876.69,1956.54,1821,1.1,-0.02
2022-08-18,1846.51,1834.19,1880.22,1822.04,675.27,0.01
2022-08-19,1609.48,1846.52,1846.97,1607.6,1.59,-0.13
2022-08-20,1575.6,1609.01,1654.84,1525.51,1.01,-0.02
2022-08-21,1618.25,1575.61,1644.88,1563.92,852.07,0.03
2022-08-22,1626.75,1618.21,1627.13,1531.91,1.04,0.01
2022-08-23,1664.89,1626.7,1672.63,1564.37,1.05,0.02
2022-08-24,1656.64,1665.3,1691.25,1606.06,827.2,-0.01
2022-08-25,1695.37,1656.64,1720.84,1654.77,677.67,0.02
2022-08-26,1508.08,1695.38,1703.32,1490.67,1.34,-0.11
2022-08-27,1490.83,1508.32,1518.14,1449.31,866.82,-0.01
2022-08-28,1426.25,1490.88,1507.92,1424.69,633.35,-0.04
2022-08-29,1552.6,1426.25,1559.46,1424.33,931.76,0.09
2022-08-30,1523.34,1552.56,1605.3,1475.68,1.14,-0.02
2022-08-31,1555.12,1523.39,1617.09,1523.39,1.07,0.02
2022-09-01,1585.48,1554.57,1597.48,1514.75,823.9,0.02
2022-09-02,1575.34,1585.55,1647.5,1547.68,1.04,-0.01
2022-09-03,1557.55,1575.31,1581.37,1535.98,378.79,-0.01
2022-09-04,1578.89,1557.35,1580.81,1541.16,339.06,0.01
2022-09-05,1617.07,1578.9,1628.77,1557.66,571.75,0.02
2022-09-06,1557.85,1617.4,1686.23,1556.09,1.18,-0.04
2022-09-07,1629.51,1557.85,1657.05,1493.19,976.59,0.05
2022-09-08,1634.85,1629.63,1660.56,1595.9,772.84,0
2022-09-09,1718.81,1635.33,1743.47,1631.17,969.87,0.05
2022-09-10,1774.38,1718.84,1788.1,1707.81,470.19,0.03
2022-09-11,1766.93,1774.38,1786.73,1722.62,467.42,0
2022-09-12,1716.42,1766.99,1782.74,1694.08,727.78,-0.03
2022-09-13,1574.47,1716.45,1751.5,1562.3,1.3,-0.08
2022-09-14,1637.92,1574.41,1646.09,1556.97,858.28,0.04
2022-09-15,1472.64,1637.89,1653.55,1461.16,1.66,-0.1
2022-09-16,1434.01,1472.63,1483.43,1410.9,829.01,-0.03
2022-09-17,1468.79,1434.01,1475.05,1409.65,483.78,0.02
2022-09-18,1335.01,1468.76,1469.21,1327.21,934.28,-0.09
2022-09-19,1376,1334.82,1391.5,1284.5,1.11,0.03
2022-09-20,1323.33,1375.96,1384.39,1315.03,765.14,-0.04
2022-09-21,1247.74,1323.34,1388.38,1222.29,1.39,-0.06
2022-09-22,1326.44,1247.64,1346.38,1237.96,1.11,0.06
2022-09-23,1327.96,1326.12,1356.74,1264.91,1.16,0
2022-09-24,1317,1327.91,1348.91,1307.96,559.42,-0.01
2022-09-25,1294.26,1317.01,1335.73,1271.87,579.09,-0.02
2022-09-26,1337.06,1294.24,1339.17,1279.71,1.05,0.03
2022-09-27,1328.23,1337.07,1399.67,1305.49,1,-0.01
2022-09-28,1337.37,1328.23,1354.75,1261.29,1.08,0.01
2022-09-29,1336.08,1337.34,1351.61,1289.66,871.66,0
2022-09-30,1328.73,1336.05,1372.44,1316.62,866.63,-0.01
2022-10-01,1311.8,1328.73,1333.61,1303.22,293.02,-0.01
2022-10-02,1275.74,1311.8,1317.41,1272.38,432.45,-0.03
2022-10-03,1323.41,1277.02,1329.16,1266.86,604.19,0.04
2022-10-04,1361.48,1323.37,1367.3,1318.87,550.05,0.03
2022-10-05,1352.07,1361.51,1364.03,1317.58,564.42,-0.01
2022-10-06,1352.27,1352.07,1383.02,1347.78,680.65,0
2022-10-07,1330.99,1352.17,1361.26,1319.17,574.76,-0.02
2022-10-08,1315.05,1331.07,1336.69,1304.08,227.7,-0.01
2022-10-09,1323.41,1315.08,1328.55,1308.15,210.5,0.01
2022-10-10,1290.04,1323.17,1337.58,1288.68,451.44,-0.03
2022-10-11,1279.97,1290,1297.59,1269.35,498.63,-0.01
2022-10-12,1294.57,1279.97,1304.45,1275.77,418.57,0.01
2022-10-13,1287.34,1294.56,1299.74,1196.63,1.09,-0.01
2022-10-14,1296.74,1287.33,1342.01,1284.08,734.03,0.01
2022-10-15,1274.57,1296.74,1301.48,1264.86,321.11,-0.02
2022-10-16,1305.95,1274.93,1314.52,1274.66,333.15,0.02
2022-10-17,1331.12,1305.95,1338.39,1296.45,498.15,0.02
2022-10-18,1310.81,1331.4,1341.21,1287.58,625.85,-0.02
2022-10-19,1285.32,1310.81,1313.46,1282.44,406.74,-0.02
2022-10-20,1282.87,1285.33,1310.47,1272.79,483.19,0
2022-10-21,1299.76,1282.87,1306.27,1257.83,525.54,0.01
2022-10-22,1313.64,1299.76,1318.84,1294.61,244.2,0.01
2022-10-23,1363.92,1313.64,1370.91,1301.8,473.61,0.04
2022-10-24,1343.88,1364.19,1369.35,1324.25,665.58,-0.01
2022-10-25,1459.6,1343.88,1522.06,1335.38,1.28,0.09
2022-10-26,1566.16,1459.6,1590.23,1458.61,1.43,0.07
2022-10-27,1514.19,1566.18,1575.9,1508.24,1.02,-0.03
2022-10-28,1554.47,1514.14,1572.66,1489.99,966.35,0.03
2022-10-29,1619.69,1554.47,1660.13,1548.83,1.05,0.04
2022-10-30,1590.47,1619.67,1638.6,1577.35,542.49,-0.02
2022-10-31,1572.89,1590.47,1634.17,1550.72,938.65,-0.01
2022-11-01,1579.64,1572.89,1609.1,1564.69,593.31,0
2022-11-02,1519.04,1579.59,1618.82,1503.29,1.14,-0.04
2022-11-03,1531.08,1518.99,1558.75,1515.75,631.9,0.01
2022-11-04,1645.01,1531.06,1666.17,1528.6,1.07,0.07
2022-11-05,1627.07,1645.03,1664.42,1623.48,404.02,-0.01
2022-11-06,1570.86,1626.86,1637.44,1565.79,464.26,-0.03
2022-11-07,1567.57,1570.71,1608.06,1547.29,719.3,0
2022-11-08,1335.25,1567.54,1576.1,1241.18,2.87,-0.15
2022-11-09,1100.84,1335.26,1337.19,1076.29,2.92,-0.18
2022-11-10,1299.15,1100.86,1346.92,1089.01,2.19,0.18
2022-11-11,1288.63,1299.21,1307.16,1203.04,1.45,-0.01
2022-11-12,1256.29,1288.71,1291.39,1239.34,602.58,-0.03
2022-11-13,1221.47,1256.29,1274.24,1205.61,597.25,-0.03
2022-11-14,1242.64,1221.47,1289.01,1175.42,1.01,0.02
2022-11-15,1253.45,1242.64,1289.21,1235.39,686.18,0.01
2022-11-16,1206.16,1253.45,1267.62,1188.76,705.31,-0.04
2022-11-17,1205.17,1206.16,1227.73,1185.58,567.61,0
2022-11-18,1207.31,1206.99,1225.39,1201.47,388.69,0
2022-11-19,1217.65,1208.92,1231.15,1207.34,225.46,0.01
2022-11-20,1142.88,1217.65,1226.14,1135.57,564.89,-0.06
2022-11-21,1107.46,1142.88,1143.96,1081.96,981.81,-0.03
2022-11-22,1139.74,1107.46,1141.58,1077.85,815.18,0.03
2022-11-23,1185.79,1139.74,1189.17,1128.53,688.96,0.04
2022-11-24,1203.77,1185.7,1217.38,1180.91,544.83,0.02
2022-11-25,1198.12,1203.77,1204.75,1172.63,426.96,0
2022-11-26,1205.15,1198.12,1229.2,1196.93,413.09,0.01
2022-11-27,1193.38,1205.17,1222.83,1191.09,306.64,-0.01
2022-11-28,1167.73,1193.38,1199.06,1151.98,518.17,-0.02
2022-11-29,1216.55,1167.73,1226.35,1159.72,549.93,0.04
2022-11-30,1294.41,1216.54,1304.97,1213.44,858.51,0.06
2022-12-01,1276.05,1294.4,1295.82,1263.58,453.59,-0.01
2022-12-02,1295.69,1276.05,1295.8,1266.16,393.37,0.02
2022-12-03,1240.46,1295.69,1302.61,1237.81,373.79,-0.04
2022-12-04,1279.74,1240.46,1284.24,1240.14,344.96,0.03
2022-12-05,1259.56,1279.21,1303.92,1248.69,430.54,-0.02
2022-12-06,1271.26,1259.56,1273.92,1243.66,342.16,0.01
2022-12-07,1231.04,1271.24,1275.3,1221.1,422.12,-0.03
2022-12-08,1280.29,1231.04,1289.87,1223.27,447.07,0.04
2022-12-09,1262.86,1280.29,1291.11,1257,437.55,-0.01
2022-12-10,1266.62,1262.88,1281.24,1260.05,193.32,0
2022-12-11,1263.42,1266.36,1282.86,1258.53,192.46,0
2022-12-12,1275.02,1263.42,1278.37,1241.45,395.62,0.01
2022-12-13,1320.76,1275.49,1345.07,1255.82,717.71,0.04
2022-12-14,1307.3,1320.76,1348.43,1302.76,614.31,-0.01
2022-12-15,1266.32,1307.29,1311.07,1260.89,446.34,-0.03
2022-12-16,1166.7,1266.32,1279.27,1156.91,829.23,-0.08
2022-12-17,1187.18,1166.7,1189.21,1162.76,363.23,0.02
2022-12-18,1182.7,1187.19,1196.55,1172.82,272.63,0
2022-12-19,1167.8,1182.7,1194.47,1152.54,337.02,-0.01
2022-12-20,1217.2,1167.8,1228.97,1163.57,497.61,0.04
2022-12-21,1213.85,1217.19,1218.69,1205.48,269.18,0
2022-12-22,1217.57,1213.99,1229.47,1185.27,383.63,0
2022-12-23,1220.03,1217.59,1228.46,1212.97,301.17,0
2022-12-24,1220.46,1220.03,1226.2,1214.76,131.51,0
2022-12-25,1218.69,1220.46,1223.82,1201.2,256.52,0
2022-12-26,1227.65,1218.69,1230.37,1213.08,177.66,0.01
2022-12-27,1211.6,1228.22,1233.15,1202.02,290.02,-0.01
2022-12-28,1189.98,1211.6,1214.32,1184.22,407.45,-0.02
2022-12-29,1200.84,1189.99,1205.34,1187.19,272.59,0.01
2022-12-30,1199.8,1200.84,1202.13,1186.1,285.77,0
2022-12-31,1195.67,1200,1207.71,1193.16,150.2,0
2023-01-01,1200.52,1195.69,1204.12,1191.67,126.62,0
2023-01-02,1213.93,1200.52,1220.76,1193.77,270.72,0.01
2023-01-03,1214.57,1213.93,1219.75,1206.83,219.98,0
2023-01-04,1256.92,1214.57,1266.97,1212.91,504.28,0.03
2023-01-05,1250.95,1256.92,1259.08,1242.93,289.49,0
2023-01-06,1269.14,1250.95,1274.85,1240.38,369.54,0.01
2023-01-07,1263.9,1269.14,1270.95,1261.46,141.94,0
2023-01-08,1288.38,1263.91,1289.13,1259.15,231.75,0.02
2023-01-09,1320.51,1288.39,1344.39,1285.97,629.22,0.02
2023-01-10,1335.13,1320.51,1344.42,1316.95,487.24,0.01
2023-01-11,1389.84,1335.14,1392.4,1322.1,509.99,0.04
2023-01-12,1416.08,1389.84,1435.95,1365.78,960.62,0.02
2023-01-13,1450.86,1416.08,1463.53,1401.98,552.05,0.02
2023-01-14,1550.02,1450.86,1576.83,1449.47,1.03,0.07
2023-01-15,1552.69,1550.05,1564.34,1517.4,411.43,0
2023-01-16,1576.94,1552.69,1598.18,1526.4,617,0.02
2023-01-17,1564.67,1576.94,1603.32,1544.45,536.73,-0.01
2023-01-18,1511.31,1564.66,1604.74,1505.37,801.71,-0.03
2023-01-19,1551.62,1511.35,1560.7,1510.65,329.04,0.03
2023-01-20,1659.98,1551.12,1662.26,1543.21,472.15,0.07
2023-01-21,1625.53,1659.96,1678.27,1622.89,523.34,-0.02
2023-01-22,1627.03,1626.66,1662.13,1609.32,456.36,0
2023-01-23,1626.53,1627.04,1643.82,1591.9,436.57,0
2023-01-24,1556.15,1626.52,1641.17,1539.51,493.47,-0.04
2023-01-25,1611.2,1555.97,1638.97,1523.71,681.59,0.04
2023-01-26,1602.55,1611.2,1629.89,1581.76,552.26,-0.01
2023-01-27,1597.6,1602.54,1620.15,1560.21,533.75,0
2023-01-28,1573.07,1597.61,1605.96,1561.24,332.62,-0.02
2023-01-29,1645.97,1572.13,1657.19,1566.9,595.67,0.05
2023-01-30,1566.5,1645.97,1647.25,1540.25,630.55,-0.05
2023-01-31,1585.27,1566.5,1602.03,1562.04,368.94,0.01
2023-02-01,1642.1,1585.27,1647.27,1560.18,505.44,0.04
2023-02-02,1641.71,1642.1,1710.27,1632.39,685.27,0
2023-02-03,1663.79,1641.7,1673.59,1628.73,489.79,0.01
2023-02-04,1666.9,1663.78,1694.58,1646.11,328.66,0
2023-02-05,1629.44,1666.9,1671.88,1612.7,435.14,-0.02
